id,Smoker Prediction,Smoker Probability
181837,0,0.04481446
181838,0,0.23522756
181839,1,0.9640988
181840,0,0.0008968274
181841,0,0.24090667
181842,0,0.14555573
181843,0,0.18451712
181844,0,0.49039045
181845,1,0.62381506
181846,1,0.8150826
181847,1,0.52774817
181848,0,0.0843267
181849,0,0.07797755
181850,1,0.61663955
181851,1,0.6294394
181852,1,0.7307786
181853,1,0.74465024
181854,0,0.49958843
181855,1,0.8076425
181856,1,0.8345033
181857,0,0.0021977748
181858,1,0.7619619
181859,1,0.7359006
181860,0,0.026063602
181861,0,0.002176721
181862,1,0.8136051
181863,1,0.7474127
181864,1,0.87277347
181865,1,0.66470045
181866,0,0.12822312
181867,1,0.8844065
181868,1,0.7201222
181869,0,0.009925096
181870,1,0.64171743
181871,1,0.5498351
181872,0,0.19632421
181873,0,0.35891753
181874,0,0.45590344
181875,0,0.0004595687
181876,0,0.0068758475
181877,1,0.7317126
181878,1,0.73998654
181879,0,0.45775077
181880,1,0.68689483
181881,0,0.47408897
181882,1,0.78717905
181883,1,0.62173694
181884,0,0.016193038
181885,1,0.61833525
181886,0,0.0003117194
181887,0,0.22699818
181888,1,0.51032203
181889,1,0.7168913
181890,0,0.040096313
181891,0,0.0051212553
181892,1,0.80985737
181893,0,0.23838328
181894,1,0.6631643
181895,1,0.50538766
181896,0,0.43031475
181897,1,0.7298655
181898,0,0.07985535
181899,0,0.3841109
181900,0,0.43838263
181901,0,0.31017047
181902,1,0.8547853
181903,0,0.015284214
181904,0,0.0011969855
181905,1,0.561301
181906,0,0.0006861005
181907,0,0.023520129
181908,0,0.106131606
181909,1,0.68364036
181910,1,0.6375911
181911,0,0.37557
181912,1,0.8664148
181913,0,0.043997224
181914,0,0.0007228336
181915,0,0.1918561
181916,1,0.66170347
181917,0,0.2757616
181918,0,0.036707215
181919,0,0.03077767
181920,0,0.48323426
181921,0,0.34902638
181922,0,0.108548515
181923,1,0.64748144
181924,0,0.13983434
181925,1,0.7885203
181926,0,0.30275565
181927,1,0.7867418
181928,1,0.74258965
181929,1,0.6020705
181930,1,0.8422451
181931,1,0.73943394
181932,1,0.8629352
181933,0,0.0014478562
181934,1,0.57872134
181935,0,0.031852573
181936,1,0.84486735
181937,0,0.0031800808
181938,1,0.7259663
181939,1,0.81748486
181940,1,0.6537798
181941,0,0.0001783655
181942,0,0.0009612825
181943,0,0.39399588
181944,1,0.647196
181945,0,0.0016423528
181946,1,0.5807621
181947,1,0.6601098
181948,1,0.79568887
181949,0,0.0060430467
181950,0,0.14495692
181951,0,0.017444707
181952,0,0.021324778
181953,1,0.77597517
181954,1,0.7843844
181955,0,0.0024309813
181956,1,0.8749604
181957,0,0.039204966
181958,1,0.6920519
181959,0,0.4735365
181960,1,0.70948666
181961,0,0.019171644
181962,0,0.0039591775
181963,0,0.33358076
181964,0,0.06272089
181965,1,0.5119199
181966,0,0.48733035
181967,0,0.29247636
181968,0,0.33099195
181969,1,0.50615454
181970,0,0.0006860276
181971,1,0.6185281
181972,0,0.3118405
181973,0,0.01528707
181974,0,0.013382583
181975,0,0.007848653
181976,0,0.3749647
181977,0,0.0025999907
181978,1,0.8336134
181979,0,0.0011167576
181980,1,0.83790886
181981,0,0.0071736076
181982,0,0.4400529
181983,0,0.4037124
181984,0,0.10017618
181985,1,0.68942875
181986,1,0.7250598
181987,0,0.03241379
181988,1,0.666645
181989,0,0.08813222
181990,1,0.78253376
181991,0,0.03838833
181992,0,0.23230799
181993,1,0.74712497
181994,1,0.7477829
181995,1,0.5208581
181996,1,0.7092668
181997,0,0.01661015
181998,0,0.0028625464
181999,0,0.010080595
182000,0,0.05846206
182001,1,0.81574476
182002,1,0.8089579
182003,1,0.5239059
182004,0,0.46255547
182005,0,0.016054595
182006,1,0.8324613
182007,0,0.020114047
182008,0,0.13156275
182009,0,0.063601986
182010,0,0.0029381798
182011,0,0.0033487903
182012,0,0.00081457663
182013,0,0.00415806
182014,1,0.81745726
182015,0,0.014532663
182016,1,0.77897656
182017,0,0.43501306
182018,0,0.018817443
182019,1,0.63651174
182020,0,0.3555683
182021,0,0.00033137054
182022,0,0.0029641378
182023,0,0.0026712064
182024,0,0.24694873
182025,1,0.5666691
182026,0,0.27366135
182027,1,0.8193521
182028,0,0.03052015
182029,0,0.0005205304
182030,1,0.6852138
182031,1,0.7607179
182032,1,0.6427771
182033,0,0.016531216
182034,0,0.13642779
182035,0,0.42093393
182036,0,0.037858542
182037,1,0.78163594
182038,1,0.79620886
182039,0,0.37957332
182040,1,0.57396376
182041,1,0.71262425
182042,0,0.00053953676
182043,0,0.1359692
182044,0,0.0026757608
182045,1,0.57255983
182046,0,0.06651928
182047,1,0.58959645
182048,0,0.36384425
182049,0,0.0010597879
182050,0,0.0025509365
182051,0,0.02511936
182052,0,0.15717544
182053,1,0.7617917
182054,0,0.31449428
182055,1,0.73251164
182056,0,0.0057486435
182057,0,0.00042805562
182058,1,0.77269554
182059,1,0.8496453
182060,0,0.23099524
182061,0,0.0051647583
182062,0,0.3737976
182063,0,0.4698265
182064,0,0.3833772
182065,0,0.0005981002
182066,1,0.57008666
182067,1,0.6928651
182068,1,0.7235853
182069,1,0.55631626
182070,0,0.0104669565
182071,1,0.78411317
182072,1,0.83846486
182073,0,0.00031861436
182074,0,0.060639493
182075,0,0.01897312
182076,1,0.5597401
182077,1,0.74610937
182078,0,0.17128576
182079,0,0.014887771
182080,0,0.010944804
182081,1,0.50414145
182082,0,0.36924767
182083,0,0.0038738782
182084,0,0.007282491
182085,0,0.00066636945
182086,0,0.05196767
182087,1,0.80383813
182088,0,0.0028624798
182089,0,0.42900127
182090,0,0.042355936
182091,0,0.005397817
182092,0,0.0032178594
182093,0,0.34905207
182094,0,0.08148622
182095,0,0.23602869
182096,1,0.5944532
182097,0,0.39262465
182098,0,0.0025352223
182099,1,0.54694325
182100,1,0.87316006
182101,0,0.48569715
182102,1,0.6852067
182103,1,0.5565676
182104,0,0.000231758
182105,0,0.06363886
182106,0,0.06196913
182107,0,0.04846897
182108,0,0.34817418
182109,0,0.13285911
182110,0,0.3363352
182111,0,0.4605966
182112,1,0.7183649
182113,0,0.003983978
182114,0,0.1797714
182115,0,0.49646246
182116,0,0.30341157
182117,1,0.8562916
182118,0,0.29982015
182119,0,0.23622702
182120,1,0.66817725
182121,1,0.9225764
182122,0,0.0011211231
182123,1,0.7157341
182124,1,0.8359011
182125,0,0.2925568
182126,0,0.00028057056
182127,1,0.8622206
182128,1,0.711248
182129,1,0.69314337
182130,1,0.71600246
182131,1,0.7329069
182132,0,0.0027332339
182133,1,0.7528502
182134,1,0.6247757
182135,0,0.4282945
182136,0,0.006406076
182137,1,0.5579635
182138,1,0.79991996
182139,1,0.7230021
182140,0,0.0376497
182141,0,0.032603413
182142,1,0.83412653
182143,1,0.61586165
182144,0,0.0006223177
182145,1,0.82437783
182146,0,0.00026269653
182147,0,0.0021005026
182148,1,0.6915663
182149,0,0.00024925344
182150,1,0.61568975
182151,0,0.027166698
182152,0,0.00079208874
182153,0,0.0042336355
182154,0,0.2970026
182155,0,0.48361003
182156,1,0.5566522
182157,0,0.0071293837
182158,0,0.4909285
182159,0,0.32004663
182160,1,0.85210484
182161,1,0.5277894
182162,0,0.16287647
182163,0,0.00012023045
182164,1,0.7831126
182165,1,0.72718096
182166,1,0.7216674
182167,1,0.8550176
182168,1,0.7547234
182169,0,0.10441336
182170,0,0.01620135
182171,1,0.55120045
182172,0,0.48041785
182173,0,0.004893942
182174,0,0.02646269
182175,0,0.002627127
182176,0,0.0015552007
182177,0,0.34348395
182178,0,0.46512675
182179,1,0.6277137
182180,1,0.80517536
182181,1,0.9462849
182182,0,0.040065326
182183,0,0.059295043
182184,0,0.03499752
182185,1,0.79298776
182186,1,0.67455834
182187,1,0.5398802
182188,1,0.6416079
182189,0,0.06228262
182190,1,0.82221425
182191,1,0.79427755
182192,1,0.7320631
182193,1,0.7477269
182194,0,0.013132805
182195,1,0.7853223
182196,1,0.651469
182197,0,0.0031969063
182198,1,0.79250735
182199,1,0.8664973
182200,1,0.591521
182201,1,0.8106498
182202,1,0.69128597
182203,1,0.55612856
182204,1,0.6996695
182205,0,0.014555729
182206,0,0.38568944
182207,1,0.58009166
182208,1,0.82082164
182209,0,0.005248794
182210,0,0.14605701
182211,1,0.5547926
182212,0,0.035075802
182213,0,0.48733065
182214,0,0.38224828
182215,1,0.7673394
182216,1,0.8447498
182217,1,0.616511
182218,1,0.5145445
182219,0,0.0065900777
182220,0,0.1849009
182221,1,0.62758857
182222,0,0.08560424
182223,0,0.008259867
182224,1,0.6601548
182225,1,0.62430674
182226,0,0.3246109
182227,0,0.00288549
182228,1,0.6740071
182229,1,0.7168269
182230,0,0.056915455
182231,1,0.66491586
182232,0,0.4108011
182233,1,0.66969925
182234,0,0.00027876912
182235,0,0.4421775
182236,1,0.76424235
182237,1,0.9115735
182238,1,0.70549667
182239,0,0.009190063
182240,1,0.5328682
182241,1,0.87661064
182242,1,0.61727273
182243,0,0.07069952
182244,0,0.25704047
182245,1,0.6111228
182246,1,0.8268057
182247,1,0.534009
182248,0,0.4406318
182249,0,0.00012085863
182250,1,0.81959426
182251,0,0.4553123
182252,1,0.64421403
182253,0,0.1523062
182254,0,0.36869115
182255,1,0.80174255
182256,1,0.8035295
182257,0,0.30077764
182258,0,0.25735843
182259,1,0.69623286
182260,0,0.056050032
182261,0,0.41273248
182262,1,0.5570498
182263,0,0.033944342
182264,1,0.72841936
182265,0,0.0012585747
182266,0,0.010536241
182267,1,0.55821943
182268,1,0.7394459
182269,0,0.027822457
182270,0,0.006256734
182271,1,0.55758035
182272,0,0.004101094
182273,1,0.51105815
182274,1,0.51501447
182275,0,0.012791146
182276,0,0.22656038
182277,0,0.00039608896
182278,1,0.75865227
182279,1,0.83501667
182280,1,0.6283294
182281,1,0.54100585
182282,0,0.024401724
182283,1,0.71862566
182284,1,0.6559989
182285,1,0.6794124
182286,1,0.8739702
182287,0,0.24549884
182288,0,0.00049836107
182289,1,0.5668187
182290,1,0.741645
182291,0,0.1242612
182292,0,0.01890037
182293,0,0.001581958
182294,1,0.66944796
182295,0,0.3093532
182296,1,0.5832256
182297,1,0.6332994
182298,0,0.44934908
182299,1,0.79372287
182300,0,0.19472286
182301,1,0.74994916
182302,0,0.004747056
182303,1,0.8097165
182304,1,0.8095041
182305,0,0.4909839
182306,0,0.16615771
182307,1,0.81915605
182308,0,0.026469229
182309,0,0.45220456
182310,1,0.55143577
182311,0,3.699884e-05
182312,1,0.9715439
182313,1,0.5262163
182314,1,0.6069205
182315,1,0.79180914
182316,0,0.06303048
182317,1,0.73745006
182318,0,0.40381792
182319,1,0.5828043
182320,1,0.825901
182321,0,0.00024757706
182322,1,0.68699515
182323,1,0.79609
182324,0,0.47383282
182325,1,0.7576521
182326,1,0.6882566
182327,1,0.56529164
182328,1,0.8167661
182329,0,0.4829441
182330,1,0.69530374
182331,1,0.72551495
182332,0,0.008377371
182333,0,0.04708808
182334,0,0.28356484
182335,1,0.83957726
182336,1,0.5978067
182337,0,0.34600618
182338,0,0.18490262
182339,0,0.060634885
182340,0,0.0005673019
182341,1,0.76452583
182342,0,0.0005956599
182343,1,0.6671574
182344,0,0.44964245
182345,0,0.01976817
182346,0,0.007111921
182347,1,0.72998804
182348,1,0.6863153
182349,1,0.5567427
182350,0,0.026287014
182351,0,0.45504427
182352,1,0.8265749
182353,0,0.019237516
182354,1,0.70728844
182355,1,0.7615307
182356,0,0.41997907
182357,0,0.054689664
182358,0,0.017024556
182359,0,0.0010470568
182360,0,6.7127956e-05
182361,0,0.037945937
182362,1,0.8475316
182363,1,0.65355444
182364,0,0.34799957
182365,0,0.47153825
182366,0,0.14421535
182367,0,0.33341354
182368,0,0.003790748
182369,1,0.5172666
182370,1,0.812458
182371,1,0.8167336
182372,0,0.26248747
182373,0,0.28825453
182374,0,0.4668146
182375,0,0.06351098
182376,1,0.6329821
182377,0,0.021749863
182378,0,0.02179074
182379,0,0.3655678
182380,0,0.06954627
182381,0,0.07112456
182382,1,0.9408578
182383,0,0.04991857
182384,0,0.0037559634
182385,1,0.5898792
182386,0,0.00053139444
182387,0,0.013022231
182388,1,0.6797484
182389,0,0.4288715
182390,0,0.48989934
182391,0,0.113338225
182392,1,0.681347
182393,0,0.043446124
182394,0,0.2675575
182395,1,0.71544576
182396,1,0.6816305
182397,0,0.493338
182398,1,0.6686333
182399,0,0.037008844
182400,1,0.6315311
182401,0,0.0013930997
182402,1,0.79458696
182403,1,0.8155417
182404,1,0.81037
182405,1,0.62069994
182406,1,0.64771813
182407,1,0.71157044
182408,0,0.48080784
182409,1,0.648197
182410,1,0.7028894
182411,0,0.4339432
182412,0,0.15930846
182413,0,0.41607547
182414,1,0.86739767
182415,0,0.4092719
182416,0,0.00057184795
182417,0,0.32834026
182418,0,0.456723
182419,0,8.856274e-05
182420,0,0.010257389
182421,1,0.5382586
182422,1,0.73382485
182423,0,0.012833272
182424,1,0.61776465
182425,0,0.00046230538
182426,0,0.037230637
182427,1,0.77484214
182428,1,0.8512795
182429,0,0.0039692917
182430,1,0.7314222
182431,1,0.8308886
182432,0,0.42026287
182433,0,0.0066571375
182434,1,0.56330496
182435,1,0.65509737
182436,1,0.7567849
182437,0,0.026913542
182438,1,0.82826024
182439,0,0.00073138834
182440,1,0.5398802
182441,1,0.5453387
182442,0,0.48486638
182443,0,0.0035879489
182444,0,0.0024684668
182445,1,0.77044165
182446,1,0.61860687
182447,1,0.7126823
182448,1,0.67317635
182449,1,0.82015264
182450,0,0.4903564
182451,0,0.29518366
182452,0,0.015397427
182453,0,0.03436766
182454,0,0.32317698
182455,1,0.62753993
182456,1,0.798232
182457,1,0.8643783
182458,0,0.2895217
182459,0,0.00088392856
182460,0,0.004725704
182461,0,0.31778872
182462,0,0.011154044
182463,1,0.5129188
182464,1,0.5725991
182465,0,0.46504718
182466,0,0.001275817
182467,1,0.56777734
182468,0,0.029521136
182469,0,0.2905825
182470,0,0.012278879
182471,0,0.00031239985
182472,0,0.17051534
182473,0,0.004032409
182474,0,4.8089027e-05
182475,1,0.5740921
182476,1,0.50065535
182477,1,0.69831514
182478,0,0.0064577023
182479,0,0.00016333774
182480,1,0.764124
182481,0,0.032852907
182482,0,0.0064421515
182483,1,0.8485058
182484,1,0.8353264
182485,1,0.7733018
182486,1,0.58794105
182487,1,0.5578747
182488,1,0.7601702
182489,1,0.5869907
182490,1,0.86985993
182491,1,0.54336506
182492,1,0.8204829
182493,0,0.02152565
182494,0,0.00080597005
182495,1,0.9150329
182496,0,0.09120504
182497,0,0.06920551
182498,1,0.8575322
182499,1,0.7361867
182500,0,0.42425656
182501,1,0.5614864
182502,1,0.6558807
182503,0,0.02607925
182504,1,0.66368043
182505,1,0.6715164
182506,1,0.6848164
182507,0,0.16389261
182508,1,0.7211825
182509,0,0.046364207
182510,0,0.027548622
182511,1,0.5695981
182512,1,0.816978
182513,1,0.73858124
182514,0,0.20205098
182515,0,0.45250666
182516,1,0.60705507
182517,1,0.66871834
182518,1,0.5273741
182519,1,0.68661547
182520,0,0.47994265
182521,1,0.7877709
182522,1,0.59299535
182523,0,0.38931462
182524,0,0.05816905
182525,0,0.45608944
182526,1,0.53330225
182527,0,0.49663308
182528,1,0.8767128
182529,0,0.15086792
182530,1,0.8709973
182531,1,0.5756878
182532,1,0.61020815
182533,1,0.81705874
182534,0,0.0152046345
182535,0,0.005413746
182536,0,0.42355868
182537,0,0.39712974
182538,1,0.7879471
182539,1,0.799108
182540,0,0.47997564
182541,0,0.01734417
182542,1,0.5176369
182543,0,0.10971658
182544,0,0.033745043
182545,0,0.07412988
182546,0,0.08781107
182547,1,0.8132797
182548,0,0.40270233
182549,0,6.0500923e-05
182550,0,0.4456733
182551,0,0.0012957477
182552,1,0.75690836
182553,1,0.81477755
182554,1,0.54139835
182555,1,0.7533971
182556,0,0.002477589
182557,0,0.25478995
182558,1,0.78541017
182559,0,0.475548
182560,0,0.059702914
182561,1,0.76313746
182562,0,0.0846029
182563,1,0.8164591
182564,1,0.50661856
182565,1,0.7897469
182566,0,0.44948658
182567,1,0.6069609
182568,0,0.42771554
182569,0,0.3874817
182570,1,0.8410867
182571,0,0.20656562
182572,0,0.27131292
182573,1,0.65467703
182574,0,0.02161924
182575,0,0.12025197
182576,0,0.004439357
182577,1,0.72777253
182578,1,0.7342472
182579,1,0.8414416
182580,0,0.18206562
182581,0,0.4139719
182582,1,0.6190602
182583,0,0.001815815
182584,1,0.6686296
182585,1,0.80428135
182586,0,0.01495883
182587,0,0.30474934
182588,0,0.48570862
182589,1,0.7613482
182590,1,0.5612052
182591,1,0.8035261
182592,1,0.6885103
182593,1,0.72238654
182594,1,0.8862887
182595,1,0.6532219
182596,0,0.022760501
182597,0,0.3972037
182598,0,0.20088255
182599,0,0.112509795
182600,1,0.8778391
182601,1,0.7926957
182602,0,0.01635999
182603,0,0.22495715
182604,1,0.6936549
182605,1,0.53687793
182606,0,0.22023359
182607,1,0.68831605
182608,0,0.010391237
182609,0,0.0046544187
182610,1,0.50831866
182611,0,0.39586407
182612,0,0.018522676
182613,1,0.6273746
182614,1,0.8442287
182615,0,0.0029272758
182616,0,0.047874704
182617,1,0.85591394
182618,0,0.4477071
182619,0,0.09500182
182620,0,0.041218758
182621,0,0.2853683
182622,0,0.008869297
182623,0,0.470197
182624,0,0.30313024
182625,1,0.6764046
182626,1,0.89952934
182627,1,0.8901513
182628,0,0.4151271
182629,1,0.6557231
182630,0,0.0013073239
182631,0,0.0002912029
182632,1,0.58477116
182633,0,0.00053167157
182634,0,0.00068955706
182635,0,0.0010932591
182636,1,0.6790532
182637,1,0.8179676
182638,1,0.7822554
182639,1,0.6040252
182640,1,0.5734695
182641,1,0.87307227
182642,1,0.5600289
182643,1,0.82456493
182644,0,0.36003852
182645,0,0.05212886
182646,0,0.45830908
182647,0,0.47935405
182648,1,0.76635176
182649,0,0.0059179547
182650,1,0.8601321
182651,0,0.036090784
182652,1,0.8503896
182653,0,0.042492356
182654,0,0.0008663875
182655,0,0.014576387
182656,0,0.2543164
182657,0,0.016817471
182658,1,0.5295273
182659,0,0.01096531
182660,1,0.7457962
182661,1,0.73491
182662,1,0.6327133
182663,1,0.51382875
182664,0,0.0450546
182665,1,0.599949
182666,1,0.547539
182667,0,0.04000993
182668,0,0.47650856
182669,0,0.47495386
182670,1,0.80009687
182671,0,0.005642411
182672,0,0.009958904
182673,1,0.6674645
182674,1,0.78513944
182675,0,0.23190464
182676,0,0.49953547
182677,1,0.7442531
182678,0,0.002727573
182679,0,0.13501637
182680,0,0.28081948
182681,0,0.0028728275
182682,0,0.42245248
182683,1,0.7583686
182684,0,0.050632738
182685,0,0.39307818
182686,0,0.47220823
182687,1,0.603861
182688,0,0.0032734042
182689,0,0.00013914112
182690,1,0.78675926
182691,0,0.26122433
182692,0,0.12313826
182693,1,0.85175955
182694,1,0.8105844
182695,1,0.57725096
182696,0,0.0046710274
182697,1,0.7634224
182698,1,0.84510785
182699,1,0.7476634
182700,1,0.7711191
182701,1,0.81771916
182702,0,0.37815666
182703,0,0.004734439
182704,1,0.8025827
182705,1,0.81410086
182706,1,0.5115765
182707,0,0.08951933
182708,0,0.34922162
182709,0,0.443057
182710,1,0.6207447
182711,1,0.76334065
182712,0,0.066335954
182713,1,0.7931535
182714,1,0.5429089
182715,0,0.0068801893
182716,1,0.8508018
182717,1,0.6805549
182718,0,0.31544062
182719,1,0.7090229
182720,1,0.7473805
182721,0,0.03514918
182722,1,0.8051674
182723,0,0.058247227
182724,1,0.5641081
182725,0,0.1953664
182726,0,0.3129754
182727,1,0.86621857
182728,0,0.30208296
182729,1,0.7704074
182730,0,0.488657
182731,1,0.741621
182732,0,0.10904709
182733,0,0.0032936356
182734,1,0.5621076
182735,0,0.05134278
182736,0,0.35628024
182737,0,0.001676433
182738,0,0.00049467466
182739,1,0.85288566
182740,0,0.49199972
182741,1,0.68697786
182742,0,0.0010417168
182743,0,0.009780791
182744,1,0.6671424
182745,0,0.48240498
182746,1,0.8486177
182747,1,0.54366827
182748,1,0.50582623
182749,1,0.53500205
182750,1,0.8177973
182751,1,0.559226
182752,0,0.019521963
182753,1,0.5051243
182754,1,0.78929925
182755,1,0.5169373
182756,1,0.892833
182757,0,0.09146885
182758,1,0.7952244
182759,0,0.48614174
182760,1,0.6988799
182761,1,0.820319
182762,1,0.56987035
182763,1,0.8287406
182764,0,0.0008852636
182765,0,0.016112268
182766,0,0.083619416
182767,1,0.58808416
182768,0,0.01998237
182769,1,0.7128643
182770,0,0.0067017707
182771,1,0.546675
182772,0,0.3830928
182773,0,0.38696012
182774,1,0.80563223
182775,0,0.31490043
182776,0,3.8733288e-05
182777,0,0.00057951536
182778,1,0.712147
182779,1,0.87673557
182780,0,0.42913088
182781,1,0.897321
182782,0,0.012366989
182783,0,0.26602674
182784,1,0.6572415
182785,1,0.57975936
182786,1,0.65910226
182787,1,0.52551866
182788,0,0.05004125
182789,0,0.30159488
182790,0,0.00077159534
182791,1,0.91628313
182792,0,0.049991623
182793,0,0.0007515033
182794,1,0.8384074
182795,1,0.55643296
182796,0,0.08891699
182797,0,0.13637817
182798,0,0.0054622637
182799,0,0.0031128577
182800,0,0.3091219
182801,0,0.018703358
182802,1,0.6146612
182803,0,0.0060755704
182804,1,0.64048404
182805,1,0.59062535
182806,1,0.62626654
182807,1,0.8792138
182808,0,0.41627863
182809,0,0.020643463
182810,0,0.15386355
182811,1,0.78706926
182812,0,0.006675584
182813,0,0.3964085
182814,0,0.3310188
182815,0,0.36707038
182816,0,0.40347087
182817,0,0.03526705
182818,1,0.8101072
182819,1,0.5203412
182820,0,0.42041764
182821,0,0.22049864
182822,1,0.6565521
182823,1,0.73995334
182824,1,0.70393026
182825,1,0.55714643
182826,1,0.75660545
182827,0,0.05299278
182828,1,0.7413224
182829,0,0.0019063707
182830,1,0.8296547
182831,0,0.0024139418
182832,0,0.26400238
182833,0,0.0914448
182834,0,0.013175762
182835,0,0.2122829
182836,1,0.54093885
182837,0,0.04037918
182838,1,0.789627
182839,1,0.7775452
182840,0,0.008744992
182841,1,0.70501333
182842,1,0.7910622
182843,1,0.7646426
182844,1,0.6499161
182845,0,0.0024457322
182846,0,0.30165386
182847,1,0.8516222
182848,0,0.109161
182849,0,0.47924504
182850,1,0.70132303
182851,1,0.5446506
182852,1,0.71164083
182853,0,0.4115464
182854,0,0.004409542
182855,0,0.49393848
182856,1,0.81342
182857,1,0.7431292
182858,1,0.7651347
182859,0,0.025208423
182860,0,0.0064883684
182861,1,0.6455985
182862,0,0.015423863
182863,1,0.6641175
182864,1,0.6782568
182865,0,0.0012187515
182866,0,0.24174444
182867,0,0.0074976683
182868,0,0.30889365
182869,1,0.52070075
182870,1,0.8119341
182871,1,0.80792725
182872,0,0.026814213
182873,0,0.010652984
182874,0,0.47066247
182875,0,0.0001091714
182876,0,3.0793213e-05
182877,1,0.5426758
182878,0,0.3289373
182879,0,0.0016534972
182880,1,0.84932846
182881,0,0.0030737445
182882,1,0.8166671
182883,0,0.39347383
182884,0,0.16076928
182885,0,0.02261212
182886,1,0.6454385
182887,1,0.6825142
182888,0,0.3187144
182889,1,0.8664294
182890,1,0.7022046
182891,1,0.7214515
182892,1,0.61506546
182893,0,0.009614581
182894,1,0.52105397
182895,0,0.24754009
182896,0,0.465872
182897,0,0.44105524
182898,0,0.27173072
182899,0,0.1375599
182900,1,0.74635
182901,0,0.0049905595
182902,0,0.017295863
182903,0,0.29232976
182904,1,0.6797199
182905,1,0.83768916
182906,1,0.8125655
182907,0,0.008872764
182908,0,0.446854
182909,0,0.4015454
182910,1,0.7241571
182911,0,0.002816123
182912,1,0.6209902
182913,0,0.45610878
182914,1,0.6882769
182915,0,0.035114348
182916,0,0.2793456
182917,1,0.67749274
182918,0,0.11520889
182919,0,0.022254618
182920,1,0.7772329
182921,0,0.009523161
182922,1,0.52603495
182923,1,0.7806927
182924,1,0.8056402
182925,0,0.004019224
182926,1,0.7548927
182927,0,0.0074370583
182928,1,0.5753688
182929,0,0.40602896
182930,1,0.8468156
182931,0,0.0032955017
182932,1,0.56250495
182933,1,0.64832306
182934,1,0.8128234
182935,1,0.8320391
182936,1,0.69791937
182937,0,0.0044235266
182938,0,0.3514011
182939,0,0.034004264
182940,0,0.00012844433
182941,0,0.000100021745
182942,1,0.82869744
182943,0,0.0038709666
182944,1,0.6710549
182945,0,0.00066059764
182946,1,0.6965415
182947,0,0.0011888399
182948,1,0.7029568
182949,1,0.5820246
182950,0,0.42572105
182951,0,0.11696934
182952,1,0.5582787
182953,1,0.5665951
182954,0,0.008134425
182955,1,0.52731144
182956,1,0.56611764
182957,1,0.5452309
182958,0,0.43435284
182959,0,0.14349462
182960,0,0.28278384
182961,0,0.43218642
182962,1,0.73793656
182963,0,0.33236647
182964,0,0.48693287
182965,0,0.0010314274
182966,0,5.5744513e-05
182967,1,0.85492885
182968,0,0.00035891263
182969,1,0.51537716
182970,1,0.5516057
182971,1,0.84123045
182972,0,0.00053101673
182973,1,0.55148727
182974,0,0.0076550655
182975,1,0.8173392
182976,1,0.7055973
182977,1,0.81492084
182978,0,0.16774228
182979,1,0.75639534
182980,0,0.019644864
182981,0,0.48127016
182982,1,0.89015883
182983,1,0.77856463
182984,1,0.7840678
182985,0,0.22233556
182986,1,0.6764538
182987,0,0.0008556919
182988,1,0.5268373
182989,0,0.4545829
182990,1,0.56618834
182991,0,0.49401784
182992,0,0.2029285
182993,0,0.47136313
182994,1,0.9329336
182995,1,0.51677144
182996,0,0.3136614
182997,0,0.02479473
182998,0,0.0058836397
182999,1,0.6525405
183000,0,0.01606298
183001,0,0.003750126
183002,1,0.6045026
183003,1,0.5270334
183004,1,0.80843514
183005,1,0.7885639
183006,1,0.57286316
183007,0,0.22723031
183008,1,0.6925642
183009,0,0.0061308853
183010,1,0.903971
183011,0,0.004792685
183012,0,0.24233781
183013,1,0.62453336
183014,0,0.3525477
183015,0,0.0026283944
183016,1,0.7298981
183017,1,0.6064796
183018,0,0.21645415
183019,1,0.80048114
183020,1,0.6593159
183021,1,0.52292603
183022,0,0.0072631906
183023,1,0.81098056
183024,0,0.20138983
183025,1,0.7470241
183026,1,0.74665886
183027,1,0.70467144
183028,0,0.07385236
183029,0,0.344951
183030,0,0.0005650828
183031,1,0.64891374
183032,1,0.90262336
183033,1,0.59302264
183034,0,0.013213505
183035,0,0.0005699647
183036,0,0.04059748
183037,0,0.4716453
183038,1,0.82410043
183039,1,0.5374022
183040,1,0.5256235
183041,0,0.03209272
183042,1,0.5471085
183043,0,0.3977521
183044,1,0.5413784
183045,0,0.0030564668
183046,1,0.6216368
183047,1,0.54400295
183048,0,0.39455637
183049,1,0.86848
183050,0,0.008732501
183051,1,0.6833084
183052,1,0.51973397
183053,1,0.83587456
183054,0,0.27299014
183055,1,0.79313093
183056,1,0.71127516
183057,0,0.03618991
183058,1,0.6876655
183059,1,0.68947774
183060,0,0.27044207
183061,1,0.6672003
183062,0,0.3804093
183063,0,0.019660683
183064,0,0.17077322
183065,1,0.8442083
183066,0,0.44256237
183067,1,0.5152708
183068,1,0.7017935
183069,0,0.097278625
183070,0,0.16146092
183071,1,0.6627545
183072,0,0.009704722
183073,0,0.09923797
183074,0,0.20749532
183075,0,0.23835647
183076,1,0.85039717
183077,0,0.0014811512
183078,1,0.687863
183079,0,0.0011039181
183080,1,0.78579634
183081,0,0.16737619
183082,0,0.11938969
183083,1,0.71344376
183084,1,0.75018644
183085,1,0.60865533
183086,0,0.10327675
183087,1,0.6793242
183088,0,4.7212714e-05
183089,0,0.36290208
183090,1,0.50574356
183091,1,0.7654955
183092,1,0.7928552
183093,1,0.56227833
183094,0,0.4829338
183095,1,0.8448557
183096,1,0.59269243
